"","water_yr","Station","combo_name","Date","tempC","DO..mg.L.","DO_sat....","Biochemical.Oxygen.Demand..mg.L.","pH..si.","Total.Solids..mg.L.","Ammonia..mg.L.","Nitrate.as.N.mg.L.","Total.Phosphorus..mg.L.","ecoli..MPN.","fecal.coliform..MPN.","temp_si","temp_cond","bod_si","bod_cond","ph_si","ph_cond","n_si","n_cond","p_si","p_cond","do_si","do_cond","ts_si","ts_cond","ecoli_si","fec_si","bact_si","bact_cond","owqi","owqi_cond"
"1","2013","10461","WIL_LWR  Tualatin R at Rood Bridge","10/2/12","13.4","9.2","88","1","7.57","87","0.005","0.133","0.06","121",NA,"98","Excellent","82","Fair","100","Excellent","94","Excellent","82","Fair","94","Excellent","78","Poor","87",NA,"87","Good","88","Good"
"2","2013","10363","WIL_MID  Yamhill R at Dayton","10/2/12","17.5","8.5","89","1.6","7.8","153","0.005","1.11","0.06","23",NA,"89","Good","73","Poor","100","Excellent","60","Poor","82","Fair","89","Good","55","Very Poor","98",NA,"98","Excellent","75","Poor"
"3","2013","10480","WIL_LWR  Beaverton Creek at 216th (Orenco)","10/2/12","14.6","5.9","57","1.1","7.8","293","0.031","0.279","0.28","345",NA,"96","Excellent","80","Fair","100","Excellent","87","Good","10","Very Poor","59","Very Poor","10","Very Poor","65",NA,"65","Poor","20","Very Poor"
"4","2013","10458","WIL_LWR  Tualatin R at Elsner Rd","10/2/12","15.6","7.2","71","0.7","7.4","206","0.04","3.1","0.08","29",NA,"94","Excellent","87","Good","100","Excellent","10","Very Poor","76","Poor","77","Poor","41","Very Poor","98",NA,"98","Excellent","27","Very Poor"
"5","2013","10459","WIL_LWR  Tualatin R at HWY 210 (Scholls)","10/2/12","15.6","8.1","80","0.7","7.5","235","0.109","4.32","0.08","73",NA,"94","Excellent","87","Good","100","Excellent","10","Very Poor","76","Poor","86","Good","36","Very Poor","93",NA,"93","Excellent","26","Very Poor"
"6","2013","10469","WIL_LWR  Fanno Creek at Bonita Rd (Tigard)","10/2/12","14.3","5.6","54","1.3","7.6","246","0.029","0.427","0.12","248",NA,"97","Excellent","77","Poor","100","Excellent","81","Fair","64","Poor","54","Very Poor","34","Very Poor","74",NA,"74","Poor","61","Poor"
"7","2013","10929","WIL_MID  N Yamhill R at Poverty Bend Rd","10/2/12","14.8","8.6","83","1","7.6","134","0.005","0.289","0.05","140",NA,"96","Excellent","82","Fair","100","Excellent","87","Good","85","Good","90","Excellent","61","Poor","85",NA,"85","Good","83","Fair"
"8","2013","10456","WIL_LWR  Tualatin R at Boones Ferry Rd","10/2/12","15.8","6.6","66","0.6","7.4","204","0.083","3.62","0.07","29",NA,"94","Excellent","89","Good","100","Excellent","10","Very Poor","79","Poor","69","Poor","42","Very Poor","98",NA,"98","Excellent","27","Very Poor"
"9","2013","10948","WIL_MID  S Yamhill R at HWY 99W","10/2/12","16.8","8.8","91","1","7.7","124","0.013","0.091","0.04","19",NA,"91","Excellent","82","Fair","100","Excellent","95","Excellent","88","Good","92","Excellent","64","Poor","98",NA,"98","Excellent","86","Good"
"10","2013","10801","WIL_LWR  Swan Island Channel (Willamette R)","10/3/12","16.8","10.2","105","1.8","7.7","74","0.033","0.162","0.05","9",NA,"91","Excellent","70","Poor","100","Excellent","91","Excellent","85","Good","94","Excellent","83","Fair","98",NA,"98","Excellent","88","Good"
"11","2013","10332","WIL_LWR  Willamette R at SP&S RR  Bridge (Portland)","10/3/12","16","9.9","99","0.9","7.5","76","0.04","0.25","0.06","11",NA,"93","Excellent","84","Fair","100","Excellent","87","Good","82","Fair","98","Excellent","83","Fair","98",NA,"98","Excellent","90","Excellent"
"12","2013","10616","COL  Columbia R at Marker 47 (us Willamette)","10/3/12","17.7","9.7","101","1","8.1","96","0.032","0.179","0.02","1",NA,"88","Good","82","Fair","95","Excellent","91","Excellent","94","Excellent","99","Excellent","74","Poor","98",NA,"98","Excellent","89","Good"
"13","2013","10611","WIL_LWR  Willamette R at Hawthorne Bridge","10/3/12","16.2","10.1","101","0.8","7.6","82","0.037","0.236","0.05","4",NA,"93","Excellent","85","Good","100","Excellent","88","Good","85","Good","99","Excellent","80","Fair","98",NA,"98","Excellent","90","Excellent"
"14","2013","11201","WIL_LWR  Columbia Slough at Landfill Rd","10/3/12","15.3","12.6","125","3.2","7.9","232","0.005","2.45","0.16","30",NA,"95","Excellent","53","Very Poor","100","Excellent","32","Very Poor","52","Very Poor","74","Poor","36","Very Poor","98",NA,"98","Excellent","52","Very Poor"
"15","2013","10406","UMA  Umatilla R at HWY 11 (Pendleton)","10/8/12","14.2","11.1","110.9","1","9.2","80","0.005","0.007","0.02","15",NA,"97","Excellent","82","Fair","54","Very Poor","99","Excellent","94","Excellent","88","Good","100","Excellent","98",NA,"98","Excellent","83","Fair"
"16","2013","10404","UMA  Umatilla R at Yoakum","10/8/12","11","12.3","115","1.2","8.7","109","0.005","0.143","0.08","15",NA,"100","Excellent","79","Poor","70","Poor","93","Excellent","76","Poor","84","Fair","99","Excellent","98",NA,"98","Excellent","85","Good"
"17","2013","12005","UMA  McKay Creek at Kirk St (Pendleton)","10/8/12","15.9","9.8","101.9","0.7","8.2","115","0.005","0.05","0.08","108",NA,"94","Excellent","87","Good","90","Excellent","98","Excellent","76","Poor","98","Excellent","98","Excellent","88",NA,"88","Good","90","Excellent"
"18","2013","36786","UMA  Pine Creek at Hudson Bay Substation Rd","10/8/12","8.1","10.8","94.4","1.5","8.3","511","0.013","4.63","0.09","179",NA,"100","Excellent","74","Poor","86","Good","10","Very Poor","73","Poor","100","Excellent","54","Very Poor","81",NA,"81","Fair","27","Very Poor"
"19","2013","11489","UMA  Umatilla R at Westland Rd (Hermiston)","10/8/12","10.4","10.8","96","1.3","8.1","191","0.005","2.15","0.06","44",NA,"100","Excellent","77","Poor","95","Excellent","37","Very Poor","82","Fair","100","Excellent","87","Good","97",NA,"97","Excellent","71","Poor"
"20","2013","10410","GR_RND  Wallowa R at Minam","10/9/12","6.1","11.3","99","1.2","8.4","171","0.005","0.403","0.02","64",NA,"100","Excellent","79","Poor","81","Fair","83","Fair","94","Excellent","100","Excellent","90","Excellent","94",NA,"94","Excellent","89","Good"
"21","2013","10719","GR_RND  Grande Ronde R at HWY 82 (Elgin)","10/9/12","5.8","10.4","92","1.7","8.1","123","0.005","0.059","0.06","62",NA,"100","Excellent","71","Poor","95","Excellent","97","Excellent","82","Fair","100","Excellent","97","Excellent","94",NA,"94","Excellent","90","Excellent"
"22","2013","10724","POW  Powder R at HWY 86","10/9/12","10.3","12.7","125","0.8","8.6","437","0.011","0.012","0.17","59",NA,"100","Excellent","85","Good","73","Poor","99","Excellent","49","Very Poor","74","Poor","84","Fair","95",NA,"95","Excellent","76","Poor"
"23","2013","10720","GR_RND  Grande Ronde R at Hilgard St Park","10/9/12","4","10.8","92","0.7","8","86","0.005","0.006","0.02","8",NA,"100","Excellent","87","Good","100","Excellent","100","Excellent","94","Excellent","100","Excellent","100","Excellent","98",NA,"98","Excellent","97","Excellent"
"24","2013","11490","POW  Powder R at HWY 7 (Baker City)","10/9/12","8","11.3","107","1","8.4","90","0.005","0.02","0.03","43",NA,"100","Excellent","82","Fair","81","Fair","99","Excellent","91","Excellent","92","Excellent","100","Excellent","97",NA,"97","Excellent","92","Excellent"
"25","2013","11457","GR_RND  Minam R at Minam","10/9/12","3.1","12.2","99","1.3","7.9","56","0.005","0.003","0.005","4",NA,"100","Excellent","77","Poor","100","Excellent","100","Excellent","99","Excellent","100","Excellent","100","Excellent","98",NA,"98","Excellent","96","Excellent"
"26","2013","11521","GR_RND  Grande Ronde R at Peach Ln (Island City)","10/9/12","6.9","11","99","1.1","8.1","100","0.005","0.018","0.005","63",NA,"100","Excellent","80","Fair","95","Excellent","99","Excellent","99","Excellent","100","Excellent","100","Excellent","94",NA,"94","Excellent","95","Excellent"
"27","2013","10729","OWYH  Owyhee R at HWY 201","10/10/12","10","9.5","91","1.3","8.3","649","0.005","4.21","0.11","70",NA,"100","Excellent","77","Poor","86","Good","10","Very Poor","67","Poor","96","Excellent","72","Poor","93",NA,"93","Excellent","27","Very Poor"
"28","2013","10407","MAL  Malheur R at HWY 30 (Mouth)","10/10/12","10","9.3","89","1.4","8.4","661","0.005","2.65","0.37","73",NA,"100","Excellent","76","Poor","81","Fair","29","Very Poor","10","Very Poor","95","Excellent","71","Poor","93",NA,"93","Excellent","26","Very Poor"
"29","2013","10728","MAL  Willow Creek at RR Xing east of Vale","10/10/12","10.2","9.8","94","1.6","8.3","586","0.011","2.04","0.31","285",NA,"100","Excellent","73","Poor","86","Good","39","Very Poor","10","Very Poor","98","Excellent","75","Poor","70",NA,"70","Poor","26","Very Poor"
"30","2013","33266","MAL  Willow Creek north of Jamieson OR","10/10/12","11.2","10","99","1.4","8.2","406","0.005","1.03","0.23","50",NA,"100","Excellent","76","Poor","90","Excellent","62","Poor","31","Very Poor","98","Excellent","86","Good","96",NA,"96","Excellent","63","Poor"
"31","2013","11494","POW  Burnt R ds Huntington","10/10/12","9.4","10","93","1","8.5","420","0.005","0.018","0.12","81",NA,"100","Excellent","82","Fair","77","Poor","99","Excellent","64","Poor","98","Excellent","85","Good","92",NA,"92","Excellent","84","Fair"
"32","2013","11043","MAL  Bully Creek at HWY 20 (Vale)","10/10/12","11.5","11.3","112","1.3","8.4","531","0.005","0.96","0.26","38",NA,"100","Excellent","77","Poor","81","Fair","64","Poor","10","Very Poor","87","Good","78","Poor","97",NA,"97","Excellent","27","Very Poor"
"33","2013","11480","MAL  Malheur R at Little Valley","10/10/12","11.5","13.4","133","0.9","8.7","340","0.01","0.03","0.17","137",NA,"100","Excellent","84","Fair","70","Poor","98","Excellent","49","Very Poor","67","Poor","90","Excellent","85",NA,"85","Good","74","Poor"
"34","2013","11479","JOHN_D  John Day R us Dayville","10/11/12","8.5","10","93","1.9","8.3","206","0.005","0.003","0.09","88",NA,"100","Excellent","68","Poor","86","Good","100","Excellent","73","Poor","98","Excellent","85","Good","91",NA,"91","Excellent","85","Good"
"35","2013","11386","JOHN_D  John Day R at HWY 206","10/11/12","14.4","10.3","102","1","8.6","220","0.005","0.003","0.02","17",NA,"97","Excellent","82","Fair","73","Poor","100","Excellent","94","Excellent","98","Excellent","84","Fair","98",NA,"98","Excellent","89","Good"
"36","2013","11020","JOHN_D  S Fk John Day R at Dayville","10/11/12","8.2","10.6","97","0.8","8.3","216","0.005","0.026","0.02","83",NA,"100","Excellent","85","Good","86","Good","99","Excellent","94","Excellent","100","Excellent","84","Fair","91",NA,"91","Excellent","92","Excellent"
"37","2013","11478","JOHN_D  John Day R at Service Creek","10/11/12","11.6","10.1","97","1.2","8.6","208","0.005","0.003","0.04","16",NA,"100","Excellent","79","Poor","73","Poor","100","Excellent","88","Good","99","Excellent","85","Good","98",NA,"98","Excellent","88","Good"
"38","2013","11017","JOHN_D  N Fk John Day R at Kimberly","10/11/12","10.5","9.5","90","1","8.3","147","0.005","0.018","0.01","40",NA,"100","Excellent","82","Fair","86","Good","99","Excellent","97","Excellent","96","Excellent","93","Excellent","97",NA,"97","Excellent","93","Excellent"
"39","2013","10674","SANDY  Sandy R at Troutdale Bridge","10/16/12","13","10.4","98","3.5","7.4","2166","0.005","0.124","0.28","570",NA,"99","Excellent","50","Very Poor","100","Excellent","94","Excellent","10","Very Poor","100","Excellent","10","Very Poor","50",NA,"50","Very Poor","19","Very Poor"
"40","2013","10411","DES  Deschutes R at Deschutes R Park (Mouth)","10/16/12","13.6","11.4","109","2.4","8.4","95","0.005","0.176","0.1","16",NA,"98","Excellent","62","Poor","81","Fair","92","Excellent","70","Poor","90","Excellent","89","Good","98",NA,"98","Excellent","82","Fair"
"41","2013","33603","HOOD  Neal Creek at Fir Mountain Rd","10/16/12","11.4","10.4","97","1.4","7.9","100","0.005","0.147","0.06","219",NA,"100","Excellent","76","Poor","100","Excellent","93","Excellent","82","Fair","100","Excellent","73","Poor","77",NA,"77","Poor","85","Good"
"42","2013","12012","HOOD  Hood River at Hood River","10/16/12","11.2","10.9","98","3.4","7.4","6693","0.005","0.159","6.68","403",NA,"100","Excellent","51","Very Poor","100","Excellent","93","Excellent","10","Very Poor","100","Excellent","10","Very Poor","61",NA,"61","Poor","19","Very Poor"
"43","2013","36784","UMA  Willow Creek at Rhea Rd","10/16/12","13.2","9.1","90","1.9","8.3","314","0.04","0.65","0.1","488",NA,"99","Excellent","68","Poor","86","Good","73","Poor","70","Poor","94","Excellent","73","Poor","55",NA,"55","Very Poor","73","Poor"
"44","2013","36787","JOHN_D  Rock Creek near mouth","10/16/12","13.7","8.8","84","1.4","8.1","199","0.005","0.303","0.1","93",NA,"98","Excellent","76","Poor","95","Excellent","87","Good","70","Poor","92","Excellent","86","Good","90",NA,"90","Excellent","85","Good"
"45","2013","36785","UMA  Rhea Creek at Bergevin Rd. or Morter Rd","10/16/12","13.3","6.1","61","2.1","8.1","352","0.03","0.066","0.11","42",NA,"98","Excellent","66","Poor","95","Excellent","96","Excellent","67","Poor","62","Poor","69","Poor","97",NA,"97","Excellent","77","Poor"
"46","2013","28333","MID_COLUM  Fifteen mile creek at Petersburg OR","10/16/12","13.3","10","95","2","8","116","0.005","0.121","0.04","185",NA,"98","Excellent","67","Poor","100","Excellent","94","Excellent","88","Good","98","Excellent","67","Poor","80",NA,"80","Fair","83","Fair"
"47","2013","10637","WIL_MID  Mollala R at Canby","10/22/12","9.8","10.6","94","1.1","7.5","49","0.005","0.203","0.03","57",NA,"100","Excellent","80","Fair","100","Excellent","91","Excellent","91","Excellent","100","Excellent","95","Excellent","95",NA,"95","Excellent","93","Excellent"
"48","2013","10917","WIL_MID  Pudding R at HWY 99E (Aurora)","10/22/12","11.1","9.3","84","1.2","7.5","119","0.024","1.52","0.12","105",NA,"100","Excellent","79","Poor","100","Excellent","49","Very Poor","64","Poor","95","Excellent","66","Poor","89",NA,"89","Good","73","Poor"
"49","2013","10640","WIL_MID  Pudding R at HWY 211 (Woodburn)","10/22/12","11.1","9.2","83","1.3","7.5","105","0.022","1.19","0.12","99",NA,"100","Excellent","77","Poor","100","Excellent","57","Very Poor","64","Poor","94","Excellent","71","Poor","90",NA,"90","Excellent","77","Poor"
"50","2013","10339","WIL_MID  Willamette R at Canby Ferry","10/22/12","12.2","9.6","89","0.7","7.5","60","0.041","0.224","0.07","25",NA,"100","Excellent","87","Good","100","Excellent","89","Good","79","Poor","97","Excellent","90","Excellent","98",NA,"98","Excellent","91","Excellent"
"51","2013","11233","WIL_LWR  Clackamas R at High Rocks","10/22/12","9.6","10.9","95","0.6","7.7","56","0.005","0.112","0.05","101",NA,"100","Excellent","89","Good","100","Excellent","95","Excellent","85","Good","100","Excellent","92","Excellent","89",NA,"89","Good","93","Excellent"
"52","2013","13070","WIL_LWR  Clackamas R at McIver Park (Upper Boat Ramp)","10/22/12","9.8","10.7","95","0.9","7.7","59","0.005","0.05","0.03","17",NA,"100","Excellent","84","Fair","100","Excellent","97","Excellent","91","Excellent","100","Excellent","90","Excellent","98",NA,"98","Excellent","94","Excellent"
"53","2013","14008","WIL_LWR  Clackamas R at Memaloose Rd","10/22/12","7.6","11.3","94","1","7.6","49","0.005","0.009","0.02","1",NA,"100","Excellent","82","Fair","100","Excellent","99","Excellent","94","Excellent","100","Excellent","95","Excellent","98",NA,"98","Excellent","95","Excellent"
"54","2013","11321","WIL_LWR  Johnson Creek at SE 17th Ave. (Portland)","10/22/12","10.8","10.4","94","1.8","7.7","122","0.027","2.76","0.1","579",NA,"100","Excellent","70","Poor","100","Excellent","28","Very Poor","70","Poor","100","Excellent","65","Poor","49",NA,"49","Very Poor","55","Very Poor"
"55","2013","10344","WIL_MID  Willamette R at Wheatland Ferry","10/23/12","10.8","10.2","92","1.1","7.6","71","0.042","0.147","0.06","35",NA,"100","Excellent","80","Fair","100","Excellent","92","Excellent","82","Fair","99","Excellent","85","Good","98",NA,"98","Excellent","91","Excellent"
"56","2013","10350","WIL_UPR  Willamette R at Albany","10/23/12","11.3","10.2","93","0.9","7.7","68","0.014","0.102","0.07","20",NA,"100","Excellent","84","Fair","100","Excellent","95","Excellent","79","Poor","99","Excellent","86","Good","98",NA,"98","Excellent","92","Excellent"
"57","2013","10555","WIL_MID  Willamette R at Salem","10/23/12","10.6","10.2","91","0.9","7.6","67","0.018","0.13","0.05","20",NA,"100","Excellent","84","Fair","100","Excellent","93","Excellent","85","Good","99","Excellent","87","Good","98",NA,"98","Excellent","92","Excellent"
"58","2013","10373","WIL_UPR  Mary's R at HWY 99W (Corvallis)","10/23/12","9.9","10","88","1.5","7.7","97","0.005","0.196","0.06","50",NA,"100","Excellent","74","Poor","100","Excellent","91","Excellent","82","Fair","98","Excellent","74","Poor","96",NA,"96","Excellent","87","Good"
"59","2013","10352","WIL_UPR  Willamette R at Corvallis","10/23/12","11.2","10.2","92","1.1","7.7","73","0.005","0.096","0.06","28",NA,"100","Excellent","80","Fair","100","Excellent","95","Excellent","82","Fair","99","Excellent","84","Fair","98",NA,"98","Excellent","91","Excellent"
"60","2013","10366","WIL_MID  S Santiam R at HWY 226 (Crabtree)","10/23/12","10.5","11.3","103","1","7.6","46","0.005","0.055","0.02","9",NA,"100","Excellent","82","Fair","100","Excellent","97","Excellent","94","Excellent","96","Excellent","97","Excellent","98",NA,"98","Excellent","95","Excellent"
"61","2013","10792","WIL_MID  N Santiam R at Greens Bridge","10/23/12","9.5","11.5","100","0.8","7.7","49","0.005","0.049","0.03","12",NA,"100","Excellent","85","Good","100","Excellent","98","Excellent","91","Excellent","100","Excellent","95","Excellent","98",NA,"98","Excellent","95","Excellent"
"62","2013","36875","WIL_MID  Luckiamute River at Buena Vista Rd","10/23/12","9.8","10","88","0.6","7.4","59","0.005","0.182","0.04","236",NA,"100","Excellent","89","Good","100","Excellent","92","Excellent","88","Good","98","Excellent","90","Excellent","75",NA,"75","Poor","90","Excellent"
"63","2013","11180","WIL_UPR  Calapooia R at Queens Rd (Albany)","10/23/12","10.3","10.1","90","1.2","7.6","66","0.005","0.115","0.06","167",NA,"100","Excellent","79","Poor","100","Excellent","95","Excellent","82","Fair","99","Excellent","87","Good","82",NA,"82","Fair","89","Good"
"64","2013","11182","WIL_UPR  Calapooia Creek at HWY 99E","10/23/12","10","10.4","92","1.1","7.6","63","0.005","0.111","0.02","192",NA,"100","Excellent","80","Fair","100","Excellent","95","Excellent","94","Excellent","100","Excellent","88","Good","79",NA,"79","Poor","91","Excellent"
"65","2013","10359","WIL_UPR  Willamette R at HWY 126 (Springfield)","10/24/12","13","10.7","101","0.8","7.9","63","0.005","0.027","0.03","17",NA,"99","Excellent","85","Good","100","Excellent","99","Excellent","91","Excellent","99","Excellent","88","Good","98",NA,"98","Excellent","94","Excellent"
"66","2013","10355","WIL_UPR  Willamette R at HWY 99E (Harrisburg)","10/24/12","10.8","10.1","91","0.7","7.6","63","0.005","0.064","0.04","29",NA,"100","Excellent","87","Good","100","Excellent","97","Excellent","88","Good","99","Excellent","88","Good","98",NA,"98","Excellent","94","Excellent"
"67","2013","10386","WIL_UPR  Middle Fk Willamette R at Jasper Bridge","10/24/12","12.9","10.3","97","0.7","7.7","70","0.005","0.018","0.03","10",NA,"99","Excellent","87","Good","100","Excellent","99","Excellent","91","Excellent","99","Excellent","85","Good","98",NA,"98","Excellent","94","Excellent"
"68","2013","10376","WIL_UPR  McKenzie R at Coburg Rd","10/24/12","9.3","10.9","95","0.3","7.6","66","0.005","0.019","0.04","16",NA,"100","Excellent","94","Excellent","100","Excellent","99","Excellent","88","Good","100","Excellent","87","Good","98",NA,"98","Excellent","95","Excellent"
"69","2013","36790","WIL_UPR  Muddy creek south of Corvallis at Airport Ave","10/24/12","9","8.8","76","2","7.2","104","0.005","0.034","0.13","326",NA,"100","Excellent","67","Poor","100","Excellent","98","Excellent","61","Poor","92","Excellent","71","Poor","67",NA,"67","Poor","77","Poor"
"70","2013","36788","WIL_UPR  Amazon Creek at High Pass Rd","10/24/12","9.3","9.3","81","2.3","7.7","144","0.005","0.301","0.16","115",NA,"100","Excellent","63","Poor","100","Excellent","87","Good","52","Very Poor","95","Excellent","58","Very Poor","88",NA,"88","Good","73","Poor"
"71","2013","11140","WIL_UPR  Long Tom R at Stow Pit Rd (Monroe)","10/24/12","11.3","10.3","92","1.2","7.5","103","0.019","0.087","0.11","88",NA,"100","Excellent","79","Poor","100","Excellent","95","Excellent","67","Poor","99","Excellent","72","Poor","91",NA,"91","Excellent","85","Good"
"72","2013","11275","WIL_UPR  Coast Fk Willamette R at Mt. Pisgah Park","10/24/12","11.7","10.6","98","1.1","7.7","59","0.005","0.069","0.05","24",NA,"100","Excellent","80","Fair","100","Excellent","97","Excellent","85","Good","100","Excellent","90","Excellent","98",NA,"98","Excellent","93","Excellent"
"73","2013","10662","WIL_UPR  McKenzie R at Hendricks Bridge","10/25/12","8.4","10.9","95","1.3","7.5","56","0.005","0.014","0.05","15",NA,"100","Excellent","77","Poor","100","Excellent","99","Excellent","85","Good","100","Excellent","92","Excellent","98",NA,"98","Excellent","93","Excellent"
"74","2013","12553","WIL_MID  N Santiam R at Gates School Rd","10/25/12","10.5","11.3","104","0.6","7.6","54","0.005","0.027","0.03","5",NA,"100","Excellent","89","Good","100","Excellent","99","Excellent","91","Excellent","95","Excellent","93","Excellent","98",NA,"98","Excellent","95","Excellent"
"75","2013","12559","WIL_MID  N Santiam R at Coopers Ridge Rd","10/25/12","6.2","11.9","100","1","7.7","66","0.005","0.008","0.04","1",NA,"100","Excellent","82","Fair","100","Excellent","99","Excellent","88","Good","100","Excellent","87","Good","98",NA,"98","Excellent","93","Excellent"
"76","2013","12552","WIL_UPR  McKenzie R at McKenzie Bridge","10/25/12","6.5","11.9","101","0.5","7.7","60","0.005","0.003","0.05","5",NA,"100","Excellent","91","Excellent","100","Excellent","100","Excellent","85","Good","99","Excellent","90","Excellent","98",NA,"98","Excellent","95","Excellent"
"77","2013","11047","MAL  Malheur River at HWY 20 (Drewsey)","10/29/12","8.4","10.5","101","1.1","8.1","187","0.005","0.009","0.15","179",NA,"100","Excellent","80","Fair","95","Excellent","99","Excellent","55","Very Poor","99","Excellent","100","Excellent","81",NA,"81","Fair","83","Fair"
"78","2013","11050","OWH  Jordan Creek at Arock Rd","10/29/12","11.4","8.1","84","2.9","7.6","276","0.014","0.247","0.15","49",NA,"100","Excellent","56","Very Poor","100","Excellent","89","Good","55","Very Poor","86","Good","95","Excellent","96",NA,"96","Excellent","78","Poor"
"79","2013","36783","OWH  Crooked Creek at Kiger Rd","10/29/12","15.5","9.4","105","0.9","8.6","359","0.005","0.719","0.07","201",NA,"95","Excellent","84","Fair","73","Poor","72","Poor","79","Poor","94","Excellent","89","Good","78",NA,"78","Poor","82","Fair"
"80","2013","36778","GS_Lakes  Thomas Creek at Stock Drive Rd","10/31/12","7.5","8.9","88","1.6","8.2","177","0.005","0.003","0.08","68",NA,"100","Excellent","73","Poor","90","Excellent","100","Excellent","76","Poor","92","Excellent","100","Excellent","93",NA,"93","Excellent","89","Good"
"81","2013","10517","DES  Crooked R at Lone Pine Rd","11/5/12","12","11.5","117","2.3","8.4","275","0.005","0.988","0.12","37",NA,"100","Excellent","63","Poor","81","Fair","63","Poor","64","Poor","82","Fair","77","Poor","97",NA,"97","Excellent","75","Poor"
"82","2013","10506","DES  Deschutes R at Warm Springs","11/5/12","11.3","10.7","103","2.4","8.9","100","0.017","0.112","0.08","9",NA,"100","Excellent","62","Poor","63","Poor","94","Excellent","76","Poor","96","Excellent","86","Good","98",NA,"98","Excellent","80","Fair"
"83","2013","10690","DES  Metolius R at Bridge 99 (Camp Sherman)","11/5/12","7.9","11.6","107","1.5","8.1","73","0.005","0.031","0.08","0.5",NA,"100","Excellent","74","Poor","95","Excellent","98","Excellent","76","Poor","92","Excellent","100","Excellent","98",NA,"98","Excellent","90","Excellent"
"84","2013","10508","DES  Deschutes R at Lower Bridge","11/5/12","9.8","10.8","104","1.7","7.8","60","0.005","0.006","0.07","13",NA,"100","Excellent","71","Poor","100","Excellent","99","Excellent","79","Poor","95","Excellent","100","Excellent","98",NA,"98","Excellent","91","Excellent"
"85","2013","36776","DES  Trout Creek ds of Mud Springs Creek","11/5/12","10.1","10.6","99","1.6","8.5","374","0.005","2.73","0.14","131",NA,"100","Excellent","73","Poor","77","Poor","28","Very Poor","58","Very Poor","100","Excellent","10","Very Poor","86",NA,"86","Good","26","Very Poor"
"86","2013","11477","DES  Crooked R at Conant Basin Rd","11/5/12","9.4","9.9","97","1.7","8.4","299","0.005","0.011","0.02","40",NA,"100","Excellent","71","Poor","81","Fair","99","Excellent","94","Excellent","98","Excellent","74","Poor","97",NA,"97","Excellent","87","Good"
"87","2013","10686","DES  Deschutes R at Harper Bridge (Sunriver)","11/6/12","7.3","9.1","88","1.6","7.7","56","0.005","0.003","0.07","0.5",NA,"100","Excellent","73","Poor","100","Excellent","100","Excellent","79","Poor","94","Excellent","100","Excellent","98",NA,"98","Excellent","91","Excellent"
"88","2013","10770","KLAM  Williamson R at Williamson R Store","11/6/12","8.6","9.8","96","2.3","8","84","0.005","0.012","0.09","3",NA,"100","Excellent","63","Poor","100","Excellent","99","Excellent","73","Poor","98","Excellent","100","Excellent","98",NA,"98","Excellent","87","Good"
"89","2013","10763","KLAM  Klamath Strait at USBR Pump Station F","11/6/12","11.9","9.9","105","6","8.5","402","0.166","0.432","0.19","1",NA,"100","Excellent","30","Very Poor","77","Poor","76","Poor","43","Very Poor","94","Excellent","34","Very Poor","98",NA,"98","Excellent","50","Very Poor"
"90","2013","10759","KLAM  Lost R at HWY 39 (us Merrill)","11/6/12","10.2","10.7","109","4.7","8.5","260","0.025","0.308","0.19","8",NA,"100","Excellent","39","Very Poor","77","Poor","86","Good","43","Very Poor","90","Excellent","57","Very Poor","98",NA,"98","Excellent","61","Poor"
"91","2013","10768","KLAM  Link R at Mouth (Lake Ewauna)","11/6/12","11.2","9.2","95","3","7.8","158","0.188","0.318","0.07","20",NA,"100","Excellent","55","Very Poor","100","Excellent","79","Poor","79","Poor","94","Excellent","82","Fair","98",NA,"98","Excellent","81","Fair"
"92","2013","10765","KLAM  Klamath R at Keno","11/6/12","10.3","5.8","60","1.9","7.5","158","0.091","0.424","0.09","2",NA,"100","Excellent","68","Poor","100","Excellent","79","Poor","73","Poor","57","Very Poor","82","Fair","98",NA,"98","Excellent","78","Poor"
"93","2013","10696","DES  Little Deschutes R at HWY 42","11/6/12","7","9.7","92","1.7","7.7","60","0.005","0.003","0.06","4",NA,"100","Excellent","71","Poor","100","Excellent","100","Excellent","82","Fair","97","Excellent","100","Excellent","98",NA,"98","Excellent","91","Excellent"
"94","2013","10688","DES  Deschutes R at Pringle Falls","11/6/12","7.7","9.1","88","2.6","7.6","42","0.005","0.021","0.04","15",NA,"100","Excellent","60","Poor","100","Excellent","99","Excellent","88","Good","94","Excellent","100","Excellent","98",NA,"98","Excellent","88","Good"
"95","2013","10511","DES  Deschutes R at Mirror Pond (Bend)","11/6/12","7.8","10.3","98","1.6","8.1","62","0.005","0.007","0.08","5",NA,"100","Excellent","73","Poor","95","Excellent","99","Excellent","76","Poor","99","Excellent","100","Excellent","98",NA,"98","Excellent","90","Excellent"
"96","2013","21535","KLAM  Sprague River at Sprague River Rd","11/6/12","9.9","9.6","99","2.5","8.1","89","0.005","0.003","0.05","6",NA,"100","Excellent","61","Poor","95","Excellent","100","Excellent","85","Good","97","Excellent","100","Excellent","98",NA,"98","Excellent","88","Good"
"97","2013","10602","ROGUE  Little Butte Creek at Agate Rd (White City)","11/7/12","9.8","11","102","3.1","8","106","0.005","0.005","0.06","155",NA,"100","Excellent","54","Very Poor","100","Excellent","100","Excellent","82","Fair","98","Excellent","76","Poor","83",NA,"83","Fair","81","Fair"
