"","water_yr","Station","combo_name","Date","tempC","DO..mg.L.","DO_sat....","Biochemical.Oxygen.Demand..mg.L.","pH..si.","Total.Solids..mg.L.","Ammonia..mg.L.","Nitrate.as.N.mg.L.","Total.Phosphorus..mg.L.","ecoli..MPN.","fecal.coliform..MPN.","temp_si","temp_cond","bod_si","bod_cond","ph_si","ph_cond","n_si","n_cond","p_si","p_cond","do_si","do_cond","ts_si","ts_cond","ecoli_si","fec_si","bact_si","bact_cond","owqi","owqi_cond"
"206","2013","10366","WIL_MID  S Santiam R at HWY 226 (Crabtree)","12/18/12","6.8","12.1","98","1.5","7.4","37","0.005","0.124","0.04","24",NA,"100","Excellent","74","Poor","100","Excellent","94","Excellent","88","Good","100","Excellent","100","Excellent","98",NA,"98","Excellent","93","Excellent"
"207","2013","36875","WIL_MID  Luckiamute River at Buena Vista Rd","12/18/12","6.8","10.9","87","2","7.1","114","0.005","0.595","0.16","138",NA,"100","Excellent","67","Poor","100","Excellent","76","Poor","52","Very Poor","100","Excellent","67","Poor","85",NA,"85","Good","75","Poor"
"208","2013","11180","WIL_UPR  Calapooia R at Queens Rd (Albany)","12/18/12","6.2","11.2","8","2.5","7.3","158","0.029","1.26","0.21","980",NA,"100","Excellent","61","Poor","100","Excellent","55","Very Poor","37","Very Poor","100","Excellent","53","Very Poor","30",NA,"30","Very Poor","51","Very Poor"
"209","2013","36790","WIL_UPR  Muddy creek south of Corvallis at Airport Ave","12/18/12","6.3","10.3","83","2.4","6.9","80","0.035","0.617","0.14","158",NA,"100","Excellent","62","Poor","95","Excellent","74","Poor","58","Very Poor","99","Excellent","81","Fair","83",NA,"83","Fair","77","Poor"
"210","2013","11182","WIL_UPR  Calapooia Creek at HWY 99E","12/18/12","5.4","11.6","92","2.3","7.3","105","0.022","0.988","0.13","488",NA,"100","Excellent","63","Poor","100","Excellent","63","Poor","61","Poor","100","Excellent","71","Poor","55",NA,"55","Very Poor","71","Poor"
"211","2013","10355","WIL_UPR  Willamette R at HWY 99E (Harrisburg)","12/19/12","6","12.2","98","2.1","7.5","62","0.011","0.15","0.06","23",NA,"100","Excellent","66","Poor","100","Excellent","93","Excellent","82","Fair","100","Excellent","89","Good","98",NA,"98","Excellent","88","Good"
"212","2013","10386","WIL_UPR  Middle Fk Willamette R at Jasper Bridge","12/19/12","6.9","12.1","101","0.8","7.4","75","0.01","0.042","0.05","3",NA,"100","Excellent","85","Good","100","Excellent","98","Excellent","85","Good","99","Excellent","83","Fair","98",NA,"98","Excellent","93","Excellent"
"213","2013","10663","WIL_UPR Mohawk R. at Hill Rd.","12/19/12","6.7","11.5","93","1.3","7.2","51","0.005","0.171","0.03","11",NA,"100","Excellent","77","Poor","100","Excellent","92","Excellent","91","Excellent","100","Excellent","94","Excellent","98",NA,"98","Excellent","93","Excellent"
"214","2013","10376","WIL_UPR  McKenzie R at Coburg Rd","12/19/12","5.9","12","96","1.3","7.5","44","0.005","0.09","0.04","13",NA,"100","Excellent","77","Poor","100","Excellent","96","Excellent","88","Good","100","Excellent","98","Excellent","98",NA,"98","Excellent","94","Excellent"
"215","2013","10359","WIL_UPR  Willamette R at HWY 126 (Springfield)","12/19/12","6.8","11.6","94","1.2","7.4","66","0.01","0.14","0.05","25",NA,"100","Excellent","79","Poor","100","Excellent","93","Excellent","85","Good","100","Excellent","87","Good","98",NA,"98","Excellent","92","Excellent"
"216","2013","36788","WIL_UPR  Amazon Creek at High Pass Rd","12/19/12","5.2","10.8","84","5","7.3","112","0.029","1.23","0.15","249",NA,"100","Excellent","37","Very Poor","100","Excellent","56","Very Poor","55","Very Poor","100","Excellent","68","Poor","74",NA,"74","Poor","62","Poor"
"217","2013","11140","WIL_UPR  Long Tom R at Stow Pit Rd (Monroe)","12/19/12","5","11.9","93","2.2","7.2","97","0.017","0.401","0.12","248",NA,"100","Excellent","65","Poor","100","Excellent","82","Fair","64","Poor","100","Excellent","74","Poor","74",NA,"74","Poor","79","Poor"
"218","2013","11275","WIL_UPR  Coast Fk Willamette R at Mt. Pisgah Park","12/19/12","6.6","11.8","96","1.4","7.3","64","0.005","0.196","0.05","25",NA,"100","Excellent","76","Poor","100","Excellent","91","Excellent","85","Good","100","Excellent","88","Good","98",NA,"98","Excellent","91","Excellent"
"219","2013","10662","WIL_UPR  McKenzie R at Hendricks Bridge","12/20/12","5.9","12","98","1.5","7.4","43","0.005","0.076","0.03","5",NA,"100","Excellent","74","Poor","100","Excellent","96","Excellent","91","Excellent","100","Excellent","98","Excellent","98",NA,"98","Excellent","93","Excellent"
"220","2013","12553","WIL_MID  N Santiam R at Gates School Rd","12/20/12","6.2","12.5","103","1.8","7.6","35","0.005","0.028","0.03","9",NA,"100","Excellent","70","Poor","100","Excellent","99","Excellent","91","Excellent","96","Excellent","100","Excellent","98",NA,"98","Excellent","92","Excellent"
"221","2013","12552","WIL_UPR  McKenzie R at McKenzie Bridge","12/20/12","4.7","11.9","97","1.4","7.6","44","0.005","0.024","0.04","0.5",NA,"100","Excellent","76","Poor","100","Excellent","99","Excellent","88","Good","100","Excellent","98","Excellent","98",NA,"98","Excellent","93","Excellent"
"222","2013","10451","UMP  N Umpqua R at Garden Valley Rd","1/7/13","6.5","12.9","105","1.4","7.8","54","0.005","0.02","0.03","12",NA,"100","Excellent","76","Poor","100","Excellent","99","Excellent","91","Excellent","94","Excellent","92","Excellent","98",NA,"98","Excellent","93","Excellent"
"223","2013","10437","UMP  Umpqua R at Elkton","1/7/13","6.1","12.7","102","1.5","7.9","65","0.005","0.133","0.04","11",NA,"100","Excellent","74","Poor","100","Excellent","94","Excellent","88","Good","98","Excellent","87","Good","98",NA,"98","Excellent","91","Excellent"
"224","2013","10442","UMP  S Umpqua R at Melrose Rd","1/7/13","7.7","12.4","104","1.4","7.9","80","0.027","0.159","0.03","13",NA,"100","Excellent","76","Poor","100","Excellent","92","Excellent","91","Excellent","95","Excellent","80","Fair","98",NA,"98","Excellent","90","Excellent"
"225","2013","10441","UMP  Elk Creek at Elkton","1/7/13","7.3","12.1","100","1","7.6","70","0.019","0.192","0.04","66",NA,"100","Excellent","82","Fair","100","Excellent","91","Excellent","88","Good","100","Excellent","85","Good","94",NA,"94","Excellent","92","Excellent"
"226","2013","10443","UMP  S Umpqua R at HWY 42 (Winston)","1/7/13","7.6","12.2","103","0.8","7.8","74","0.005","0.125","0.02","20",NA,"100","Excellent","85","Good","100","Excellent","94","Excellent","94","Excellent","96","Excellent","83","Fair","98",NA,"98","Excellent","93","Excellent"
"227","2013","11522","UMP  S Umpqua R at Stewart Park Rd (Roseburg)","1/7/13","7.5","12.4","103","1.4","7.9","76","0.005","0.129","0.03","23",NA,"100","Excellent","76","Poor","100","Excellent","94","Excellent","91","Excellent","96","Excellent","82","Fair","98",NA,"98","Excellent","91","Excellent"
"228","2013","10996","UMP  Calapooya Creek at Umpqua","1/7/13","7.2","12.1","100","1.4","7.7","79","0.035","0.194","0.04","57",NA,"100","Excellent","76","Poor","100","Excellent","90","Excellent","88","Good","100","Excellent","80","Fair","95",NA,"95","Excellent","90","Excellent"
"229","2013","11482","ROGUE  Illinois R ds Kerby","1/8/13","7.4","11.9","102","0.4","8","76","0.005","0.047","0.005","8",NA,"100","Excellent","92","Excellent","100","Excellent","98","Excellent","99","Excellent","98","Excellent","88","Good","98",NA,"98","Excellent","96","Excellent"
"230","2013","10997","UMP  Cow Creek at Mouth (Riddle)","1/8/13","6.9","12.1","100","1.1","7.8","61","0.005","0.082","0.02","12",NA,"100","Excellent","80","Fair","100","Excellent","96","Excellent","94","Excellent","100","Excellent","89","Good","98",NA,"98","Excellent","94","Excellent"
"231","2013","11484","UMP  S Umpqua R at Days Creek Cutoff Rd","1/8/13","6.2","12.4","101","1.3","7.8","71","0.005","0.015","0.03","12",NA,"100","Excellent","77","Poor","100","Excellent","99","Excellent","91","Excellent","99","Excellent","84","Fair","98",NA,"98","Excellent","92","Excellent"
"232","2013","10533","S_CST  Sixes R at HWY 101","1/9/13","9.2","11.2","97","1.1","7.5","87","0.005","0.29","0.04","65",NA,"100","Excellent","80","Fair","100","Excellent","87","Good","88","Good","100","Excellent","66","Poor","94",NA,"94","Excellent","87","Good"
"233","2013","10596","S_CST  Coquille R at Sturdivant Park Dock","1/9/13","8.7","11.3","97","1.3","7.3","94","0.02","0.254","0.05","36",NA,"100","Excellent","77","Poor","100","Excellent","88","Good","85","Good","100","Excellent","62","Poor","98",NA,"98","Excellent","85","Good"
"234","2013","10537","S_CST  Winchuck R us HWY 101","1/9/13","9.1","11.2","97","0.9","7.5","47","0.005","0.157","0.02","47",NA,"100","Excellent","84","Fair","100","Excellent","93","Excellent","94","Excellent","100","Excellent","94","Excellent","96",NA,"96","Excellent","95","Excellent"
"235","2013","10393","S_CST  N Fk Coquille R at HWY 42","1/9/13","8.6","11.1","95","1.2","7.1","69","0.005","0.38","0.05","272",NA,"100","Excellent","79","Poor","100","Excellent","84","Fair","85","Good","100","Excellent","77","Poor","72",NA,"72","Poor","85","Good"
"236","2013","11905","S_CST  Elk R at HWY 101","1/9/13","9.3","11.4","99","0.7","7.6","51","0.005","0.099","0.02","16",NA,"100","Excellent","87","Good","100","Excellent","95","Excellent","94","Excellent","100","Excellent","91","Excellent","98",NA,"98","Excellent","95","Excellent"
"237","2013","11486","S_CST  S Fk Coquille R at Broadbent","1/9/13","7.6","11.9","100","1.4","7.6","145","0.005","0.084","0.07","185",NA,"100","Excellent","76","Poor","100","Excellent","96","Excellent","79","Poor","100","Excellent","39","Very Poor","80",NA,"80","Fair","72","Poor"
"238","2013","12590","S_CST  Floras Creek at HWY 101","1/9/13","8.9","11.6","101","0.8","7.6","131","0.005","0.33","0.09","201",NA,"100","Excellent","85","Good","100","Excellent","86","Good","73","Poor","99","Excellent","45","Very Poor","78",NA,"78","Poor","75","Poor"
"239","2013","11493","S_CST  Pistol R at Pistol R Loop Rd","1/9/13","8.3","11.8","100","1","7.8","63","0.005","0.04","0.03","63",NA,"100","Excellent","82","Fair","100","Excellent","98","Excellent","91","Excellent","100","Excellent","82","Fair","94",NA,"94","Excellent","92","Excellent"
"240","2013","11483","S_CST  Chetco R at USGS Gage","1/9/13","8.6","11.7","100","0.9","7.9","51","0.005","0.007","0.01","13",NA,"100","Excellent","84","Fair","100","Excellent","99","Excellent","97","Excellent","100","Excellent","91","Excellent","98",NA,"98","Excellent","96","Excellent"
"241","2013","13570","S_CST  Millicoma R at Rooke Higgins Boat Ramp","1/10/13","6.7","11.8","96","1.3","7.1","51","0.005","0.418","0.02","19",NA,"100","Excellent","77","Poor","100","Excellent","82","Fair","94","Excellent","100","Excellent","91","Excellent","98",NA,"98","Excellent","92","Excellent"
"242","2013","13574","S_CST  S Fk Coos R at Anson Rogers Bridge","1/10/13","7.2","11.8","97","1.2","7.2","181","0.005","0.252","0.14","20",NA,"100","Excellent","79","Poor","100","Excellent","89","Good","58","Very Poor","100","Excellent","29","Very Poor","98",NA,"98","Excellent","60","Poor"
"243","2013","11491","S_CST  Smith River  4.4 miles ds smith river falls","1/10/13","6.3","12.7","102","1.8","7.4","51","0.005","0.405","0.02","5",NA,"100","Excellent","70","Poor","100","Excellent","83","Fair","94","Excellent","98","Excellent","91","Excellent","98",NA,"98","Excellent","90","Excellent"
"244","2013","10506","DES  Deschutes R at Warm Springs","1/14/13","5.8","11.7","96","1.5","8.2","90","0.01","0.244","0.07","5",NA,"100","Excellent","74","Poor","90","Excellent","89","Good","79","Poor","100","Excellent","93","Excellent","98",NA,"98","Excellent","89","Good"
"245","2013","10508","DES  Deschutes R at Lower Bridge","1/14/13","0.8","14","106","2.4","8","60","0.005","0.031","0.08","2",NA,"100","Excellent","62","Poor","100","Excellent","98","Excellent","76","Poor","93","Excellent","100","Excellent","98",NA,"98","Excellent","87","Good"
"246","2013","10517","DES  Crooked R at Lone Pine Rd","1/14/13","1.2","13.3","103","2.8","8.4","285","0.049","1.45","0.13","49",NA,"100","Excellent","57","Very Poor","81","Fair","50","Very Poor","61","Poor","96","Excellent","76","Poor","96",NA,"96","Excellent","70","Poor"
"247","2013","11477","DES  Crooked R at Conant Basin Rd","1/14/13","0.8","13.3","103","3.2","8.4","243","0.005","0.009","0.02","4",NA,"100","Excellent","53","Very Poor","81","Fair","99","Excellent","94","Excellent","96","Excellent","81","Fair","98",NA,"98","Excellent","82","Fair"
"248","2013","36776","DES  Trout Creek ds of Mud Springs Creek","1/14/13","1","14.1","103","2.3","8.5","243","0.005","1.46","0.11","36",NA,"100","Excellent","63","Poor","77","Poor","51","Very Poor","67","Poor","96","Excellent","30","Very Poor","98",NA,"98","Excellent","57","Very Poor"
"249","2013","10511","DES  Deschutes R at Mirror Pond (Bend)","1/15/13","0.1","13.5","104","3","7.8","71","0.01","0.034","0.09","3",NA,"100","Excellent","55","Very Poor","100","Excellent","98","Excellent","73","Poor","95","Excellent","100","Excellent","98",NA,"98","Excellent","84","Fair"
"250","2013","10688","DES  Deschutes R at Pringle Falls","1/15/13","0.1","12.3","97","1.4","7.7","60","0.018","0.019","0.06","13",NA,"100","Excellent","76","Poor","100","Excellent","98","Excellent","82","Fair","100","Excellent","100","Excellent","98",NA,"98","Excellent","93","Excellent"
"251","2013","10686","DES  Deschutes R at Harper Bridge (Sunriver)","1/15/13","0","12.4","96","1.9","7.5","64","0.017","0.025","0.08","2",NA,"100","Excellent","68","Poor","100","Excellent","98","Excellent","76","Poor","100","Excellent","100","Excellent","98",NA,"98","Excellent","90","Excellent"
"252","2013","10696","DES  Little Deschutes R at HWY 42","1/15/13","0.1","11.3","88","2.1","7.2","55","0.005","0.01","0.05","3",NA,"100","Excellent","66","Poor","100","Excellent","99","Excellent","85","Good","100","Excellent","100","Excellent","98",NA,"98","Excellent","91","Excellent"
"253","2013","10768","KLAM  Link R at Mouth (Lake Ewauna)","1/15/13","1.5","12.2","99","1.9","7.8","181","0.316","0.367","0.09","4",NA,"100","Excellent","68","Poor","100","Excellent","73","Poor","73","Poor","100","Excellent","76","Poor","98",NA,"98","Excellent","83","Fair"
"254","2013","10421","ROGUE  Rogue R at Rock Point Bridge (Gold Hill)","1/16/13","2.8","13.6","102","1.9","8","94","0.122","0.249","0.07","34",NA,"100","Excellent","68","Poor","100","Excellent","84","Fair","79","Poor","98","Excellent","81","Fair","98",NA,"98","Excellent","86","Good"
"255","2013","10602","ROGUE  Little Butte Creek at Agate Rd (White City)","1/16/13","1.2","13.8","100","2.1","7.9","104","0.005","0.084","0.05","63",NA,"100","Excellent","66","Poor","100","Excellent","96","Excellent","85","Good","100","Excellent","77","Poor","94",NA,"94","Excellent","87","Good"
"256","2013","10418","ROGUE  Rogue R at Robertson Bridge (Merlin)","1/16/13","3.6","13.3","101","1.2","7.9","108","0.062","0.308","0.05","9",NA,"100","Excellent","79","Poor","100","Excellent","84","Fair","85","Good","99","Excellent","76","Poor","98",NA,"98","Excellent","88","Good"
"257","2013","10423","ROGUE  Rogue R at Dodge Park","1/16/13","3.4","13.1","100","1.8","7.7","68","0.005","0.021","0.04","8",NA,"100","Excellent","70","Poor","100","Excellent","99","Excellent","88","Good","100","Excellent","92","Excellent","98",NA,"98","Excellent","91","Excellent"
"258","2013","11051","ROGUE  Bear Creek at Kirtland Rd","1/16/13","2.8","13.1","99","2.1","8.1","241","0.012","1.71","0.07","130",NA,"100","Excellent","66","Poor","95","Excellent","45","Very Poor","79","Poor","100","Excellent","40","Very Poor","86",NA,"86","Good","64","Poor"
"259","2013","36805","ROGUE  Applegate River at Murphy OR","1/16/13","3.6","13.2","101","1.9","8","117","0.005","0.346","0.02","13",NA,"100","Excellent","68","Poor","100","Excellent","85","Good","94","Excellent","99","Excellent","72","Poor","98",NA,"98","Excellent","87","Good"
"260","2013","10391","MID_CST  Siletz R 5 miles ds Siletz","1/22/13","4.8","13.5","105","2.1","7.3","39","0.005","0.476","0.01","1",NA,"100","Excellent","66","Poor","100","Excellent","80","Fair","97","Excellent","94","Excellent","100","Excellent","98",NA,"98","Excellent","89","Good"
"261","2013","11476","MID_CST  Yaquina R ds Chitwood","1/22/13","4.7","13.3","104","1.8","7.3","51","0.005","1.21","0.02","5",NA,"100","Excellent","70","Poor","100","Excellent","57","Very Poor","94","Excellent","95","Excellent","91","Excellent","98",NA,"98","Excellent","83","Fair"
"262","2013","11263","MID_CST  Alsea R at Thissell Rd","1/22/13","4.3","13.6","104","2.1","7.4","43","0.01","0.451","0.02","3",NA,"100","Excellent","66","Poor","100","Excellent","81","Fair","94","Excellent","95","Excellent","97","Excellent","98",NA,"98","Excellent","89","Good"
"263","2013","33644","N_CST  North Beaver at Ona Grange","1/22/13","6.1","12.2","98","1.5","6.9","51","0.014","0.83","0.02","6",NA,"100","Excellent","74","Poor","95","Excellent","68","Poor","94","Excellent","100","Excellent","91","Excellent","98",NA,"98","Excellent","87","Good"
"264","2013","33642","MID_CST  Siuslaw R at Tide Wayside","1/22/13","2.9","13.9","103","2","7.4","34","0.005","0.306","0.01","7",NA,"100","Excellent","67","Poor","100","Excellent","87","Good","97","Excellent","96","Excellent","100","Excellent","98",NA,"98","Excellent","91","Excellent"
"265","2013","10523","N_CST  Nestucca R at Cloverdale","1/23/13","5.4","12.4","98","1.7","7.4","52","0.005","0.774","0.03","28",NA,"100","Excellent","71","Poor","100","Excellent","70","Poor","91","Excellent","100","Excellent","90","Excellent","98",NA,"98","Excellent","87","Good"
"266","2013","10812","N_CST  Skipanon R at HWY 101","1/23/13","5.6","10.7","85","2.5","6.8","101","0.058","0.252","0.09","64",NA,"100","Excellent","61","Poor","90","Excellent","87","Good","73","Poor","100","Excellent","58","Very Poor","94",NA,"94","Excellent","78","Poor"
"267","2013","10521","N_CST  Necanicum R at Forest Lake RV Camp","1/23/13","6.3","12.3","99","1.6","7","38","0.005","0.524","0.01","38",NA,"100","Excellent","73","Poor","100","Excellent","78","Poor","97","Excellent","100","Excellent","100","Excellent","97",NA,"97","Excellent","91","Excellent"
"268","2013","13433","N_CST  Trask R at HWY 101","1/23/13","5.6","12.5","100","1.5","7.4","52","0.013","0.634","0.02","16",NA,"100","Excellent","74","Poor","100","Excellent","74","Poor","94","Excellent","100","Excellent","90","Excellent","98",NA,"98","Excellent","89","Good"
"269","2013","13421","N_CST  Wilson R at HWY 101","1/23/13","5.7","12.5","100","1.4","7.3","40","0.005","0.503","0.02","65",NA,"100","Excellent","76","Poor","100","Excellent","79","Poor","94","Excellent","100","Excellent","100","Excellent","94",NA,"94","Excellent","91","Excellent"
"270","2013","13411","N_CST  Miami R at Moss Creek Rd","1/23/13","7.8","11.7","99","0.9","7.1","43","0.005","0.99","0.01","6",NA,"100","Excellent","84","Fair","100","Excellent","63","Poor","97","Excellent","100","Excellent","97","Excellent","98",NA,"98","Excellent","89","Good"
"271","2013","11241","MID_CST  Salmon R at Otis","1/23/13","4.5","12.8","100","1.3","7.5","47","0.005","0.472","0.02","19",NA,"100","Excellent","77","Poor","100","Excellent","80","Fair","94","Excellent","100","Excellent","94","Excellent","98",NA,"98","Excellent","92","Excellent"
"272","2013","13440","N_CST  Tillamook R at Bewley Creek Rd","1/23/13","6.3","12.2","99","1.3","7.2","41","0.013","0.968","0.02","17",NA,"100","Excellent","77","Poor","100","Excellent","64","Poor","94","Excellent","100","Excellent","99","Excellent","98",NA,"98","Excellent","88","Good"
"273","2013","13424","N_CST  Wilson R at HWY 6","1/23/13","5.2","12.8","101","1.7","7.6","40","0.005","0.347","0.01","3",NA,"100","Excellent","71","Poor","100","Excellent","85","Good","97","Excellent","99","Excellent","100","Excellent","98",NA,"98","Excellent","92","Excellent"
"274","2013","13417","N_CST  Kilchis R at Alderbrook Rd","1/23/13","6.9","12","98","1.1","7.1","39","0.005","0.969","0.02","5",NA,"100","Excellent","80","Fair","100","Excellent","64","Poor","94","Excellent","100","Excellent","100","Excellent","98",NA,"98","Excellent","89","Good"
"275","2013","11856","N_CST  Nehalem R at Foley Rd","1/23/13","4.7","13.3","104","2","7.4","46","0.005","0.438","0.02","9",NA,"100","Excellent","67","Poor","100","Excellent","82","Fair","94","Excellent","95","Excellent","95","Excellent","98",NA,"98","Excellent","89","Good"
"276","2013","10817","N_CST  Lewis & Clark R at Logan rd","1/24/13","5.2","12.5","97","1.5","7.1","51","0.01","0.422","0.03","70",NA,"100","Excellent","74","Poor","100","Excellent","82","Fair","91","Excellent","100","Excellent","91","Excellent","93",NA,"93","Excellent","90","Excellent"
"277","2013","34019","N_CST  Nehalem R at Birenkfeld","1/24/13","3.8","13.1","101","1.7","7.2","53","0.012","0.193","0.03","11",NA,"100","Excellent","71","Poor","100","Excellent","91","Excellent","91","Excellent","99","Excellent","89","Good","98",NA,"98","Excellent","91","Excellent"
"278","2013","11434","N_CST  Clatskanie R at HWY 30 (Clatskanie)","1/24/13","4.4","12.9","98","2.2","7.2","59","0.012","0.57","0.03","12",NA,"100","Excellent","65","Poor","100","Excellent","76","Poor","91","Excellent","100","Excellent","85","Good","98",NA,"98","Excellent","86","Good"
"279","2013","12187","N_CST  Youngs R at Youngs R Loop Rd","1/24/13","4.7","13.1","101","2.1","7.2","42","0.005","0.536","0.02","115",NA,"100","Excellent","66","Poor","100","Excellent","78","Poor","94","Excellent","99","Excellent","98","Excellent","88",NA,"88","Good","88","Good"
"280","2013","11904","N_CST  Klaskanine R at Youngs R Loop Rd (Olney)","1/24/13","5.2","12.4","97","2.1","7.1","56","0.011","0.63","0.02","102",NA,"100","Excellent","66","Poor","100","Excellent","74","Poor","94","Excellent","100","Excellent","87","Good","89",NA,"89","Good","86","Good"
"281","2013","10411","DES  Deschutes R at Deschutes R Park (Mouth)","2/5/13","8","12.7","107","1.7","8.4","97","0.005","0.19","0.06","1",NA,"100","Excellent","71","Poor","81","Fair","91","Excellent","82","Fair","92","Excellent","88","Good","98",NA,"98","Excellent","87","Good"
"282","2013","10674","SANDY  Sandy R at Troutdale Bridge","2/5/13","7","12.5","103","1.8","7.6","34","0.005","0.216","0.02","0.5",NA,"100","Excellent","70","Poor","100","Excellent","90","Excellent","94","Excellent","96","Excellent","100","Excellent","98",NA,"98","Excellent","92","Excellent"
"283","2013","36784","UMA  Willow Creek at Rhea Rd","2/5/13","5.4","12.5","102","4.3","8.4","378","0.028","0.516","0.33","70",NA,"100","Excellent","42","Very Poor","81","Fair","78","Poor","10","Very Poor","98","Excellent","66","Poor","93",NA,"93","Excellent","26","Very Poor"
"284","2013","12012","HOOD  Hood River at Hood River","2/5/13","6.3","12.8","103","1.9","8","57","0.005","0.215","0.02","3",NA,"100","Excellent","68","Poor","100","Excellent","90","Excellent","94","Excellent","96","Excellent","91","Excellent","98",NA,"98","Excellent","90","Excellent"
"285","2013","36785","UMA  Rhea Creek at Bergevin Rd. or Morter Rd","2/5/13","5.3","12.2","100","1.7","8.2","212","0.014","0.135","0.16","24",NA,"100","Excellent","71","Poor","90","Excellent","93","Excellent","52","Very Poor","100","Excellent","85","Good","98",NA,"98","Excellent","80","Fair"
"286","2013","28333","MID_COLUM  Fifteen mile creek at Petersburg OR","2/5/13","6.1","13.8","112","1.4","9.1","96","0.005","0.047","0.02","9",NA,"100","Excellent","76","Poor","57","Very Poor","98","Excellent","94","Excellent","87","Good","74","Poor","98",NA,"98","Excellent","81","Fair"
"287","2013","36787","JOHN_D  Rock Creek near mouth","2/5/13","6.9","12.7","105","2.1","8.3","153","0.005","0.098","0.09","9",NA,"100","Excellent","66","Poor","86","Good","95","Excellent","73","Poor","94","Excellent","92","Excellent","98",NA,"98","Excellent","85","Good"
"288","2013","33603","HOOD  Neal Creek at Fir Mountain Rd","2/5/13","6.2","12.3","101","1.4","7.9","92","0.013","0.346","0.04","71",NA,"100","Excellent","76","Poor","100","Excellent","85","Good","88","Good","99","Excellent","76","Poor","93",NA,"93","Excellent","88","Good"
"289","2013","10406","UMA  Umatilla R at HWY 11 (Pendleton)","2/11/13","5.4","13.7","112","1.1","8.5","76","0.005","0.021","0.03","1",NA,"100","Excellent","80","Fair","77","Poor","99","Excellent","91","Excellent","87","Good","100","Excellent","98",NA,"98","Excellent","90","Excellent"
"290","2013","10404","UMA  Umatilla R at Yoakum","2/11/13","4.4","14","110","0.8","8.2","96","0.005","0.172","0.04","10",NA,"100","Excellent","85","Good","90","Excellent","92","Excellent","88","Good","89","Good","100","Excellent","98",NA,"98","Excellent","92","Excellent"
"291","2013","12005","UMA  McKay Creek at Kirk St (Pendleton)","2/11/13","4.2","15.8","126","3.7","9","102","0.005","0.192","0.03","11",NA,"100","Excellent","48","Very Poor","60","Poor","91","Excellent","91","Excellent","73","Poor","100","Excellent","98",NA,"98","Excellent","74","Poor"
"292","2013","11489","UMA  Umatilla R at Westland Rd (Hermiston)","2/11/13","5.9","12.6","102","1.1","7.9","148","0.022","1.41","0.06","18",NA,"100","Excellent","80","Fair","100","Excellent","52","Very Poor","82","Fair","98","Excellent","93","Excellent","98",NA,"98","Excellent","82","Fair"
"293","2013","36786","UMA  Pine Creek at Hudson Bay Substation Rd","2/11/13","5.5","13.1","105","2.3","8.1","187","0.005","1.16","0.11","166",NA,"100","Excellent","63","Poor","95","Excellent","58","Very Poor","67","Poor","94","Excellent","88","Good","82",NA,"82","Fair","77","Poor"
"294","2013","10410","GR_RND  Wallowa R at Minam","2/12/13","4","12.4","103","2","8.3","161","0.015","0.604","0.04","16",NA,"100","Excellent","67","Poor","86","Good","75","Poor","88","Good","96","Excellent","91","Excellent","98",NA,"98","Excellent","85","Good"
"295","2013","10724","POW  Powder R at HWY 86","2/12/13","3.5","12.7","104","4.1","8.3","261","0.109","0.307","0.22","6",NA,"100","Excellent","44","Very Poor","86","Good","83","Fair","34","Very Poor","95","Excellent","96","Excellent","98",NA,"98","Excellent","62","Poor"
"296","2013","10719","GR_RND  Grande Ronde R at HWY 82 (Elgin)","2/12/13","2","12.8","101","2.3","7.9","119","0.01","0.446","0.07","6",NA,"100","Excellent","63","Poor","100","Excellent","81","Fair","79","Poor","99","Excellent","97","Excellent","98",NA,"98","Excellent","86","Good"
"297","2013","10720","GR_RND  Grande Ronde R at Hilgard St Park","2/12/13","1.7","13.8","109","2.1","7.9","97","0.005","0.003","0.05","11",NA,"100","Excellent","66","Poor","100","Excellent","100","Excellent","85","Good","90","Excellent","100","Excellent","98",NA,"98","Excellent","90","Excellent"
"298","2013","11521","GR_RND  Grande Ronde R at Peach Ln (Island City)","2/12/13","2.5","13","103","2","7.8","98","0.005","0.076","0.05","10",NA,"100","Excellent","67","Poor","100","Excellent","96","Excellent","85","Good","96","Excellent","100","Excellent","98",NA,"98","Excellent","90","Excellent"
"299","2013","11457","GR_RND  Minam R at Minam","2/12/13","0.8","13.7","104","2.6","7.6","72","0.005","0.006","0.02","3",NA,"100","Excellent","60","Poor","100","Excellent","99","Excellent","94","Excellent","95","Excellent","100","Excellent","98",NA,"98","Excellent","89","Good"
"300","2013","11490","POW  Powder R at HWY 7 (Baker City)","2/12/13","1.6","13.4","108","2.3","8.1","132","0.022","0.113","0.04","4",NA,"100","Excellent","63","Poor","95","Excellent","94","Excellent","88","Good","91","Excellent","100","Excellent","98",NA,"98","Excellent","88","Good"
"301","2013","10729","OWYH  Owyhee R at HWY 201","2/13/13","7.4","14.9","133","2.5","8.7","498","0.016","2.79","0.09","4",NA,"100","Excellent","61","Poor","70","Poor","27","Very Poor","73","Poor","67","Poor","80","Fair","98",NA,"98","Excellent","56","Very Poor"
"302","2013","10407","MAL  Malheur R at HWY 30 (Mouth)","2/13/13","5.3","11.6","97","2.5","8.5","702","0.033","3.09","0.35","46",NA,"100","Excellent","61","Poor","77","Poor","10","Very Poor","10","Very Poor","100","Excellent","69","Poor","96",NA,"96","Excellent","20","Very Poor"
